Marka,Seri,Yil,Km,Vites,Yakit,Kasa,Garanti,Agir_Hasar,Fiyat,front-hood,front-left-mudguard,front-right-mudguard,front-left-door,front-right-door,rear-left-door,rear-right-door,rear-left-mudguard,rear-right-mudguard,roof
3,19,2019,213357,0,0,0,0,1,386607,0,0,0,0,0,0,0,0,0,0
3,19,2018,184136,0,2,0,0,1,379660,0,0,0,0,0,0,0,0,0,0
3,19,2019,27402,1,1,0,0,1,851495,0,0,0,0,0,0,0,0,0,0
3,19,2024,121562,1,0,0,0,1,1016095,0,0,0,0,0,0,0,0,0,0
3,19,2022,63350,0,1,0,0,1,1001625,0,0,0,0,0,0,0,0,0,0
3,19,2022,73999,1,1,0,0,1,975002,0,0,0,0,0,0,0,0,0,0
3,19,2018,193107,0,2,0,0,1,345232,0,0,0,0,0,0,0,0,0,2
3,19,2015,75241,0,1,0,0,1,411897,0,0,0,0,0,0,0,0,0,0
3,19,2024,90958,1,1,0,0,1,1080605,0,0,0,0,0,0,0,0,0,2
3,19,2015,209616,1,0,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2016,171566,1,1,0,0,1,251085,0,0,0,0,0,0,0,0,0,0
3,19,2017,222665,1,0,0,0,1,203337,0,0,0,0,0,0,0,0,0,0
3,19,2017,200115,1,2,0,0,1,259712,0,0,0,0,0,0,0,0,0,0
3,19,2023,231338,0,2,0,0,1,661655,0,0,0,0,0,0,0,0,0,0
3,19,2016,47959,0,2,0,0,1,560102,0,0,0,0,0,0,0,0,0,0
3,19,2019,22389,1,1,0,0,1,864027,0,0,0,0,0,0,0,0,0,0
3,19,2018,37000,0,1,0,0,1,720500,0,0,0,0,0,2,2,0,0,1
3,19,2021,168243,1,1,0,0,1,659392,0,0,0,0,0,0,0,0,0,0
3,19,2024,15753,1,1,0,0,1,1244617,0,0,0,1,0,0,0,1,3,0
3,19,2021,92656,1,1,0,0,1,809360,2,1,2,0,0,0,0,2,0,0
3,19,2018,216365,1,2,0,0,1,299087,0,0,0,0,0,0,0,0,0,0
3,19,2019,59661,1,0,0,0,1,758847,0,2,0,0,0,0,0,0,0,0
3,19,2021,221365,1,2,0,0,1,514587,2,0,0,0,0,0,0,0,0,0
3,19,2016,145050,0,2,0,0,1,317375,0,0,0,0,0,0,0,0,0,0
3,19,2015,190038,0,1,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2025,194758,0,1,0,0,1,910105,0,0,0,0,1,0,0,0,0,0
3,19,2020,21825,1,0,0,0,1,945437,0,0,0,0,0,0,0,0,0,0
3,19,2016,166189,1,1,0,0,1,264527,0,0,0,0,0,0,0,0,0,0
3,19,2018,191479,0,1,0,0,1,361302,0,0,0,0,0,0,0,0,0,0
3,19,2022,109661,0,0,0,0,1,885847,0,0,0,0,0,0,0,0,0,0
3,19,2018,60704,0,1,0,0,1,658240,0,0,0,0,0,0,3,0,0,0
3,19,2015,198510,0,1,0,0,0,200000,0,0,0,0,0,1,0,0,0,0
3,19,2023,72896,0,2,0,0,1,1057760,0,0,0,0,0,0,0,0,0,0
3,19,2023,60676,1,1,0,0,1,1085310,1,0,0,0,0,0,0,0,0,0
3,19,2019,151559,0,2,0,0,0,405826,0,0,0,0,0,0,0,0,0,0
3,19,2015,233505,1,2,0,0,1,200000,0,1,0,0,0,0,0,0,0,2
3,19,2024,216448,1,2,0,0,1,766880,0,0,2,0,0,0,0,0,0,0
3,19,2020,231944,1,1,0,0,1,390140,0,0,0,0,0,3,0,0,0,0
3,19,2025,206577,1,2,0,0,1,811557,0,0,0,0,3,0,2,0,0,3
3,19,2015,203154,1,1,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2025,246480,1,2,0,0,1,783800,0,0,0,0,0,0,0,0,0,0
3,19,2019,243516,0,1,0,0,1,299210,0,2,0,0,0,0,0,0,0,0
3,19,2022,243960,0,2,0,0,1,550100,0,0,0,0,0,0,0,0,0,0
3,19,2016,113991,1,0,0,0,1,395022,0,0,0,0,0,0,0,0,0,0
3,19,2025,218303,0,1,0,0,1,854242,0,0,0,0,0,0,0,0,0,0
3,19,2020,124076,1,2,0,0,1,656810,0,0,0,0,0,1,3,0,0,0
3,19,2024,10646,0,2,0,0,1,1293385,0,0,0,0,0,0,0,0,0,0
3,19,2020,1116,0,1,0,0,1,997210,0,0,0,0,0,0,0,0,0,0
3,19,2025,240007,1,2,0,0,1,787982,0,0,0,0,2,0,0,0,0,0
3,19,2022,136016,1,0,0,0,1,819960,0,0,0,0,0,0,0,0,0,0
3,19,2017,194327,1,2,0,0,1,247182,1,0,0,0,0,2,0,2,0,0
3,19,2019,183967,1,0,0,0,1,457082,0,0,0,0,0,1,0,0,0,0
3,19,2025,60313,1,2,0,0,0,936913,0,0,0,0,0,0,0,0,0,0
3,19,2023,165648,0,2,0,0,1,792880,0,0,0,0,0,0,0,1,3,0
3,19,2024,190997,0,1,0,0,1,830507,0,0,0,0,0,0,2,0,0,0
3,19,2016,27241,1,2,0,0,1,611897,0,0,0,0,0,0,0,0,0,0
3,19,2019,243649,0,2,0,0,1,307877,0,0,0,0,0,0,0,1,0,0
3,19,2016,58641,1,1,0,0,1,533397,0,0,0,0,0,0,0,0,0,0
3,19,2025,184888,1,1,0,0,1,937780,0,0,0,0,0,0,0,0,0,0
3,19,2024,89152,0,2,0,0,1,1094120,0,1,0,0,0,0,0,0,0,0
3,19,2016,237733,0,0,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2018,78586,0,1,0,0,1,643535,0,0,0,0,0,0,0,0,0,0
3,19,2023,233100,0,2,0,0,1,642250,0,0,2,0,1,0,0,0,0,0
3,19,2017,2235,0,1,0,0,1,754412,0,0,0,0,0,0,0,0,0,0
3,19,2019,27472,0,2,0,0,1,851320,0,0,0,0,0,0,0,0,0,0
3,19,2020,89220,0,1,0,0,1,752950,0,0,0,0,0,0,2,0,0,2
3,19,2022,20700,1,1,0,0,1,1108250,0,0,0,0,0,0,0,0,0,0
3,19,2023,78293,1,2,0,0,1,1044267,0,0,0,0,0,0,0,0,0,0
3,19,2017,194461,0,0,0,0,1,273847,0,0,0,0,0,0,0,0,0,0
3,19,2021,46684,1,2,0,0,1,963290,0,0,0,0,0,0,0,0,0,0
3,19,2024,138928,0,0,0,0,1,930680,3,0,0,0,0,2,0,0,0,0
3,19,2021,170538,0,2,0,0,1,653655,0,0,0,0,0,0,0,0,0,0
3,19,2022,104072,0,0,0,0,1,899820,0,0,0,0,0,0,0,0,0,0
3,19,2025,199643,1,2,0,0,1,900892,0,0,0,0,0,0,0,0,0,0
3,19,2025,38968,1,2,0,0,1,1278580,0,0,0,0,0,0,2,0,2,0
3,19,2015,50777,1,0,0,0,1,470057,0,0,0,0,0,0,0,0,0,1
3,19,2015,210747,0,0,0,0,1,200000,0,2,0,0,0,0,0,0,0,0
3,19,2022,18719,0,2,0,0,1,1113202,0,0,0,0,0,0,0,0,0,0
3,19,2015,183053,1,1,0,0,0,200000,0,0,0,0,0,0,0,0,0,0
3,19,2023,174716,1,1,0,0,1,803210,0,0,0,0,0,0,0,0,0,0
3,19,2023,67812,1,0,0,0,1,1070470,0,0,0,0,0,0,0,0,0,0
3,19,2017,5893,0,1,0,0,1,715267,0,3,0,0,0,0,0,0,0,0
3,19,2025,41129,0,0,0,0,1,1297177,0,0,0,0,0,0,0,0,0,0
3,19,2022,50517,0,2,0,0,1,1033707,0,0,0,0,0,0,0,0,0,0
3,19,2018,110532,1,2,0,0,1,536670,0,0,2,0,1,0,0,0,0,2
3,19,2023,189432,0,1,0,0,1,739420,1,0,0,0,0,2,0,0,2,0
3,19,2025,54527,0,0,0,0,1,1263682,0,0,0,0,0,0,0,0,0,0
3,19,2022,136634,1,2,0,0,1,818415,0,0,0,0,0,0,0,0,0,0
3,19,2023,46026,1,1,0,0,1,1082935,0,0,0,0,0,0,3,2,0,0
3,19,2021,2769,0,0,0,0,1,1073077,0,0,0,0,0,0,0,0,0,0
3,19,2015,184936,1,1,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2024,135522,0,1,0,0,1,981195,0,0,0,0,0,0,0,0,0,0
3,19,2015,75156,1,1,0,0,1,412110,0,0,0,0,0,0,0,0,0,0
3,19,2016,241559,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2017,226539,0,1,0,0,1,200000,0,0,1,2,0,0,0,1,0,2
3,19,2025,17101,0,2,0,0,1,1330247,0,0,0,0,2,0,2,0,0,1
3,19,2016,138062,1,2,0,0,1,322845,0,0,0,0,0,0,2,0,0,0
3,19,2016,19933,1,2,0,0,1,630167,0,0,0,0,0,0,0,0,0,0
3,19,2020,9608,0,2,0,0,1,939980,0,0,0,0,2,0,2,2,0,0
3,19,2015,14944,1,1,0,0,1,562640,0,0,0,0,0,0,0,0,0,0
3,19,2023,82874,1,2,0,0,1,1020815,0,0,0,0,2,0,0,0,0,0
3,19,2019,53334,1,2,0,0,1,786665,0,0,0,0,0,0,0,0,0,0
3,19,2023,195217,1,2,0,0,1,727957,0,2,0,0,0,0,0,2,0,0
3,19,2025,15484,0,0,0,0,0,1020967,0,0,0,0,0,0,0,0,0,0
3,19,2017,187486,1,1,0,0,1,279285,0,0,0,0,0,2,0,0,0,0
3,19,2022,247643,0,1,0,0,1,528892,2,0,0,0,0,0,0,0,0,0
3,19,2023,236919,0,1,0,0,1,632702,0,0,0,1,0,0,2,0,0,0
3,19,2015,154574,0,2,0,0,1,213565,0,0,0,0,0,0,0,0,0,0
3,19,2020,31029,0,2,0,0,1,865427,1,0,0,0,2,0,0,2,3,0
3,19,2022,233412,1,1,0,0,1,573470,0,1,0,0,0,0,0,0,0,0
3,19,2020,179220,0,1,0,0,1,551950,0,0,0,0,0,0,0,0,0,0
3,19,2018,214391,0,1,0,0,1,304022,0,0,0,0,0,0,0,0,0,0
3,19,2018,63866,1,2,0,0,1,668335,0,0,0,0,0,0,0,2,0,0
3,19,2015,126774,1,1,0,0,1,283065,0,0,0,0,0,0,0,0,0,0
3,19,2024,211461,0,1,0,0,1,767347,0,2,0,0,0,0,0,0,0,2
3,19,2019,117514,1,2,0,0,1,623215,0,1,0,0,0,0,0,0,0,0
3,19,2022,88136,1,1,0,0,1,936660,0,0,0,0,0,1,0,0,0,0
3,19,2018,182484,1,1,0,0,1,353790,0,0,0,0,0,3,0,0,0,0
3,19,2016,199634,0,1,0,0,1,200000,0,0,0,1,0,0,0,0,0,0
3,19,2018,181669,1,1,0,0,1,364827,1,0,0,0,1,0,2,1,0,0
3,19,2021,170192,0,1,0,0,1,654520,0,0,0,0,0,0,0,0,0,0
3,19,2022,249987,0,1,0,0,1,535032,0,0,0,0,0,0,0,0,0,0
3,19,2019,140469,0,0,0,0,1,538827,0,0,0,0,0,3,0,0,0,0
3,19,2019,194963,1,1,0,0,1,432592,0,0,0,0,0,0,0,0,0,0
3,19,2021,86075,1,1,0,0,1,804812,3,0,0,0,0,0,0,0,3,0
3,19,2023,35735,1,1,0,0,1,1147662,0,0,0,0,0,0,0,1,0,0
3,19,2024,17444,0,2,0,0,1,1276390,0,0,0,0,0,0,0,0,0,0
3,19,2018,7646,0,1,0,0,1,817885,0,0,0,0,0,0,0,0,1,0
3,19,2025,60437,1,0,0,0,1,1248907,0,0,0,0,0,0,0,0,0,0
3,19,2019,193206,0,2,0,0,1,436985,0,0,0,0,0,0,0,0,0,0
3,19,2025,46576,1,0,0,0,1,1271560,0,0,0,0,0,0,2,0,0,0
3,19,2023,223587,0,2,0,0,1,666032,0,0,0,0,0,0,0,0,1,2
3,19,2019,31649,0,2,0,0,1,828877,0,0,0,0,0,0,2,0,0,0
3,19,2020,214469,0,1,0,0,1,463827,0,0,0,0,0,0,0,0,0,0
3,19,2018,245558,1,1,0,0,1,226105,0,0,0,0,0,0,0,0,0,0
3,19,2015,187666,0,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,19,2019,212088,0,2,0,0,1,377780,0,0,0,0,0,0,0,2,0,0
3,19,2018,159863,0,0,0,0,0,280756,0,2,0,0,0,3,2,2,0,0
3,19,2025,154989,0,2,0,0,1,1012527,0,0,0,0,0,0,0,0,0,0
3,19,2024,219478,0,0,0,0,1,759305,0,2,0,0,0,0,0,0,0,0
3,19,2018,35052,1,2,0,0,1,725370,2,0,0,0,2,0,0,0,0,1
3,19,2020,8159,0,2,0,0,1,907602,0,0,0,2,3,0,0,3,0,0
3,27,2018,226092,1,0,0,0,1,274770,0,0,0,0,0,0,0,0,0,0
3,27,2020,55823,1,1,0,0,1,860442,0,0,0,0,0,0,0,0,0,0
3,27,2021,75584,1,2,0,0,1,816040,3,0,0,0,3,0,1,0,0,2
3,27,2024,180524,0,2,0,0,1,838690,0,0,0,0,0,0,0,0,0,3
3,27,2019,180311,1,2,0,0,1,469222,0,0,0,0,0,0,0,0,0,0
3,27,2019,64993,0,2,0,0,1,757517,0,0,0,0,0,0,0,0,0,0
3,27,2019,11701,0,1,0,0,1,878747,0,0,0,0,0,0,0,2,0,0
3,27,2024,132010,1,2,0,0,1,965975,0,2,0,0,2,0,0,0,0,0
3,27,2020,184498,0,2,0,0,0,404066,0,0,0,0,0,0,0,0,0,0
3,27,2015,158200,1,1,0,0,1,204500,0,0,0,0,0,0,0,0,0,0
3,27,2024,226559,1,1,0,0,1,753602,0,0,0,0,0,0,0,0,0,0
3,27,2016,54391,0,0,0,0,1,544022,0,0,0,0,0,0,0,0,0,0
3,27,2018,39069,0,1,0,0,1,742327,0,0,0,0,0,0,0,0,0,0
3,27,2018,83789,1,2,0,0,1,600527,0,0,3,0,0,0,0,0,0,0
3,27,2023,227992,0,1,0,0,1,664020,0,0,0,1,0,1,0,0,0,0
3,27,2017,37679,0,1,0,0,1,623802,0,0,0,0,3,0,0,0,2,0
3,27,2015,104446,1,2,0,0,1,335885,0,0,0,0,0,0,0,0,1,0
3,27,2023,227927,1,0,0,0,1,613182,0,2,0,0,3,0,2,0,1,0
3,27,2024,194699,0,2,0,0,1,833252,0,0,0,0,0,0,0,0,0,0
3,27,2016,47412,1,1,0,0,0,421102,0,0,0,0,0,0,0,0,0,0
3,27,2022,166070,1,2,0,0,1,744825,0,0,0,0,0,0,0,0,0,0
3,27,2019,54536,0,0,0,0,1,753660,0,0,0,0,0,0,0,0,3,0
3,27,2021,244892,1,2,0,0,1,437770,0,0,0,0,0,0,3,0,0,0
3,27,2018,119290,0,1,0,0,1,541775,0,0,0,0,0,0,0,0,0,0
3,27,2015,28896,1,2,0,0,1,527760,0,0,0,0,0,0,0,0,0,0
3,27,2015,235985,0,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,27,2019,157227,1,2,0,0,1,526932,0,0,0,0,0,0,0,0,0,0
3,27,2018,77724,0,1,0,0,1,642690,0,0,0,0,0,0,0,0,0,1
3,27,2018,140314,1,0,0,0,1,489215,0,0,0,0,0,0,0,0,0,0
3,27,2021,160306,1,2,0,0,1,679235,0,0,0,0,0,0,0,0,0,0
3,27,2019,122365,1,1,0,0,1,614087,0,0,0,0,0,0,0,0,0,0
3,27,2025,191699,0,0,0,0,1,920752,0,0,0,0,0,0,0,0,0,0
3,27,2021,172704,1,2,0,0,1,648240,0,0,0,0,0,0,0,0,0,0
3,27,2018,220687,0,0,0,0,1,249282,0,0,2,0,2,2,0,1,0,0
3,27,2022,103753,0,1,0,0,1,900617,0,0,0,0,0,0,0,0,0,0
3,27,2015,12803,1,1,0,0,1,567992,0,0,0,0,0,0,0,0,0,0
3,27,2021,114018,0,2,0,0,1,761955,1,0,0,0,3,0,0,0,0,0
3,27,2023,242714,1,2,0,0,1,633215,0,0,0,0,0,0,0,0,0,0
3,27,2018,48307,0,1,0,0,1,719232,0,0,0,0,0,0,0,0,0,0
3,27,2021,216463,1,0,0,0,1,538842,0,0,0,0,0,0,0,0,0,0
3,27,2025,161312,0,1,0,0,1,942720,0,0,0,0,3,0,2,2,0,0
3,27,2019,131888,0,1,0,0,1,590280,0,0,0,0,0,0,0,0,0,0
3,27,2025,65648,1,1,0,0,1,1232880,0,0,0,0,0,0,0,0,0,1
3,27,2016,105645,0,1,0,0,1,379887,1,0,0,0,3,0,0,0,0,1
3,27,2024,96076,1,1,0,0,1,1079810,0,0,0,0,0,0,0,0,0,0
3,27,2024,199763,0,1,0,0,1,793592,0,0,0,1,2,0,0,0,2,0
3,27,2025,130068,1,1,0,0,1,1020830,0,0,2,0,0,0,2,0,0,3
3,27,2020,54125,0,1,0,0,1,834687,0,0,0,0,0,0,3,0,0,0
3,27,2021,145248,0,2,0,0,1,716880,0,0,0,0,0,0,0,0,0,0
3,27,2024,30594,1,0,0,0,1,1213515,0,0,3,0,0,0,0,0,0,0
3,27,2022,200955,1,2,0,0,1,573612,3,2,3,0,0,0,0,0,0,2
3,27,2016,3358,0,1,0,0,1,671605,0,0,0,0,0,0,0,0,0,0
3,27,2016,155369,1,1,0,0,1,291577,0,0,0,0,0,0,0,0,0,0
3,27,2017,104806,0,1,0,0,1,422985,0,1,0,3,2,3,0,0,0,0
3,27,2019,28108,1,1,0,0,1,849730,0,0,0,0,0,0,0,0,0,0
3,27,2019,43155,0,0,0,0,1,812112,0,0,0,0,0,0,0,0,0,0
3,27,2019,109719,1,1,0,0,1,603702,0,0,0,0,0,3,0,0,2,0
3,27,2017,186033,0,0,0,0,1,294917,0,0,0,0,0,0,0,0,0,0
3,27,2019,81302,1,1,0,0,1,704745,0,0,0,0,0,0,2,0,0,0
3,27,2019,30845,1,2,0,0,1,812887,0,0,0,0,0,3,0,0,0,0
3,27,2024,28828,1,1,0,0,1,1247930,0,0,0,0,0,0,0,0,0,0
3,27,2018,189104,0,2,0,0,1,367240,0,0,0,0,0,0,0,0,0,0
3,27,2022,80642,0,1,0,0,1,958395,0,0,0,0,0,0,0,0,0,0
3,27,2023,31487,0,2,0,0,1,1161282,0,0,0,0,0,0,0,0,0,0
3,27,2016,158460,1,0,0,0,1,241850,0,0,0,3,2,0,0,0,0,0
3,27,2022,155309,1,1,0,0,1,741727,0,0,3,0,0,0,0,0,0,0
3,27,2015,61584,0,2,0,0,1,446040,0,0,0,0,0,0,0,0,0,0
3,27,2020,205528,1,2,0,0,1,462180,0,0,0,2,0,2,0,0,0,0
3,27,2017,230021,0,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,27,2025,177081,1,1,0,0,1,957297,0,0,0,0,0,0,0,0,0,0
3,27,2023,196499,0,1,0,0,1,736752,0,2,0,0,0,0,0,0,0,0
3,27,2025,13891,0,2,0,0,1,1347272,0,2,0,0,0,0,0,1,1,0
3,27,2020,119855,1,0,0,0,1,700362,0,0,0,0,0,0,0,0,0,0
3,27,2024,139552,1,1,0,0,1,941120,2,0,0,0,0,2,0,1,0,1
3,27,2015,101129,1,1,0,0,1,317177,0,3,0,0,0,0,0,0,0,0
3,27,2017,154674,1,0,0,0,1,373315,0,0,0,0,0,0,0,0,0,0
3,27,2015,228682,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,27,2024,95216,0,0,0,0,1,1069960,0,0,0,0,0,0,0,0,2,0
3,27,2015,31969,1,0,0,0,1,517077,0,1,0,0,0,0,0,0,0,0
3,27,2025,166463,0,2,0,0,1,983842,0,0,0,0,0,0,0,0,0,0
3,27,2022,79219,1,2,0,0,1,937952,0,0,0,2,0,0,0,0,2,0
3,27,2022,10490,0,2,0,0,1,1103775,0,0,0,0,0,0,0,3,0,0
3,27,2025,182697,0,0,0,0,1,943257,0,0,0,0,0,0,0,0,0,0
3,27,2018,66577,0,1,0,0,1,661557,0,0,0,0,0,0,0,0,2,0
3,27,2025,52725,1,2,0,0,1,1244187,0,2,0,0,0,0,0,0,2,0
3,27,2023,14916,1,1,0,0,1,1199710,0,0,0,0,1,0,0,0,0,0
3,27,2024,115623,1,1,0,0,1,1030942,0,0,0,0,0,0,0,0,0,0
3,27,2021,165308,1,0,0,0,1,666730,0,0,0,0,0,0,0,0,0,0
3,27,2025,185191,1,2,0,0,1,937022,0,0,0,0,0,0,0,0,0,0
3,27,2023,182167,0,2,0,0,1,784582,0,0,0,0,0,0,0,0,0,0
3,27,2025,38662,1,2,0,0,1,1288345,0,0,2,0,0,0,0,1,0,0
3,27,2025,15087,1,1,0,0,0,1021711,0,0,0,0,0,0,0,0,0,0
3,27,2016,69585,0,2,0,0,1,506037,0,0,0,0,0,0,0,0,0,0
3,27,2018,91785,0,1,0,0,1,583537,0,0,2,0,0,1,2,0,0,0
3,27,2023,199259,0,1,0,0,1,741852,0,0,0,0,0,0,0,0,0,0
3,27,2023,140131,1,0,0,0,1,859672,0,0,0,0,3,0,0,0,0,0
3,27,2017,201041,0,0,0,0,1,254397,1,0,0,0,0,0,0,0,0,0
3,27,2024,211137,0,2,0,0,1,774157,0,0,2,1,0,0,0,1,0,0
3,27,2016,187913,1,1,0,0,1,200000,0,0,0,1,0,0,0,0,1,3
3,27,2022,116738,0,1,0,0,1,826155,0,0,2,3,0,0,0,0,0,0
3,27,2019,59910,1,2,0,0,1,770225,0,0,0,0,0,0,0,0,0,0
3,27,2017,207573,0,1,0,0,1,238067,0,0,0,0,0,0,0,1,0,0
3,27,2023,127181,0,1,0,0,1,922047,0,0,0,0,0,0,0,0,0,0
3,27,2020,231793,0,2,0,0,1,420517,0,0,0,0,0,0,0,0,0,0
3,27,2021,241349,1,1,0,0,1,443627,0,0,0,0,0,0,0,1,3,0
3,27,2020,106097,1,0,0,0,1,734757,0,0,0,0,0,0,0,0,0,0
3,27,2015,175503,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
3,27,2020,178271,1,0,0,0,1,542322,2,0,0,0,0,0,0,0,0,0
3,27,2017,84657,1,1,0,0,1,548357,0,0,0,0,0,0,0,0,0,0
3,27,2020,105935,1,2,0,0,1,711162,0,0,2,0,0,0,0,0,2,0
3,27,2023,81603,1,0,0,0,1,999992,0,0,0,0,0,0,2,0,2,2
3,27,2022,219217,1,2,0,0,1,581957,0,0,0,0,0,3,0,0,0,0
3,27,2020,50160,0,1,0,0,1,874600,0,0,0,0,0,0,0,0,0,0
3,27,2015,13107,0,2,0,0,1,567232,0,0,0,0,0,0,0,0,0,0
3,27,2020,206813,1,2,0,0,1,482967,0,0,0,0,0,0,0,0,0,0
3,27,2023,232638,1,2,0,0,1,658405,0,0,0,0,0,0,0,0,0,0
3,27,2015,155258,0,0,0,0,1,200000,2,0,2,0,0,0,1,0,1,0
3,27,2017,108851,1,2,0,0,1,487872,0,0,0,0,0,0,0,0,0,0
